model,fpr,tpr
Logistic Regression,0.4041986004665112,0.6485714285714286
Logistic Regression,0.4041986004665112,0.6514285714285715
Logistic Regression,0.4051982672442519,0.6514285714285715
Logistic Regression,0.4051982672442519,0.6542857142857142
Logistic Regression,0.4101966011329557,0.6542857142857142
Logistic Regression,0.4101966011329557,0.6571428571428571
Logistic Regression,0.43085638120626457,0.6571428571428571
Logistic Regression,0.43085638120626457,0.66
Logistic Regression,0.43752082639120293,0.66
Logistic Regression,0.43752082639120293,0.6628571428571428
Logistic Regression,0.4395201599466844,0.6628571428571428
Logistic Regression,0.4395201599466844,0.6657142857142857
Logistic Regression,0.4431856047984005,0.6657142857142857
Logistic Regression,0.4431856047984005,0.6685714285714286
Logistic Regression,0.44485171609463514,0.6685714285714286
Logistic Regression,0.44485171609463514,0.6714285714285714
Logistic Regression,0.4468510496501166,0.6714285714285714
Logistic Regression,0.4468510496501166,0.6742857142857143
Logistic Regression,0.4525158280573142,0.6742857142857143
Logistic Regression,0.4525158280573142,0.6771428571428572
Logistic Regression,0.45684771742752417,0.6771428571428572
Logistic Regression,0.45684771742752417,0.68
Logistic Regression,0.4651782739086971,0.68
Logistic Regression,0.4651782739086971,0.6828571428571428
Logistic Regression,0.47550816394535156,0.6828571428571428
Logistic Regression,0.47550816394535156,0.6857142857142857
Logistic Regression,0.4875041652782406,0.6857142857142857
Logistic Regression,0.4875041652782406,0.6885714285714286
Logistic Regression,0.49050316561146284,0.6885714285714286
Logistic Regression,0.49050316561146284,0.6914285714285714
Logistic Regression,0.4935021659446851,0.6914285714285714
Logistic Regression,0.4935021659446851,0.6942857142857143
Logistic Regression,0.4951682772409197,0.6942857142857143
Logistic Regression,0.4951682772409197,0.6971428571428572
Logistic Regression,0.5054981672775741,0.6971428571428572
Logistic Regression,0.5054981672775741,0.7
Logistic Regression,0.5168277240919693,0.7
Logistic Regression,0.5168277240919693,0.7028571428571428
Logistic Regression,0.5214928357214262,0.7028571428571428
Logistic Regression,0.5214928357214262,0.7057142857142857
Logistic Regression,0.5218260579806732,0.7057142857142857
Logistic Regression,0.5218260579806732,0.7085714285714285
Logistic Regression,0.52649116961013,0.7085714285714285
Logistic Regression,0.52649116961013,0.7114285714285714
Logistic Regression,0.5341552815728091,0.7114285714285714
Logistic Regression,0.5341552815728091,0.7142857142857143
Logistic Regression,0.5364878373875375,0.7142857142857143
Logistic Regression,0.5364878373875375,0.7171428571428572
Logistic Regression,0.538487170943019,0.7171428571428572
Logistic Regression,0.538487170943019,0.72
Logistic Regression,0.5411529490169943,0.72
Logistic Regression,0.5411529490169943,0.7228571428571429
Logistic Regression,0.5418193935354881,0.7228571428571429
Logistic Regression,0.5418193935354881,0.7257142857142858
Logistic Regression,0.5458180606464512,0.7257142857142858
Logistic Regression,0.5458180606464512,0.7285714285714285
Logistic Regression,0.5501499500166611,0.7285714285714285
Logistic Regression,0.5501499500166611,0.7314285714285714
Logistic Regression,0.5534821726091302,0.7314285714285714
Logistic Regression,0.5534821726091302,0.7342857142857143
Logistic Regression,0.5571476174608464,0.7342857142857143
Logistic Regression,0.5571476174608464,0.7371428571428571
Logistic Regression,0.5638120626457848,0.7371428571428571
Logistic Regression,0.5638120626457848,0.74
Logistic Regression,0.5658113962012662,0.74
Logistic Regression,0.5658113962012662,0.7428571428571429
Logistic Regression,0.5681439520159947,0.7428571428571429
Logistic Regression,0.5681439520159947,0.7457142857142857
Logistic Regression,0.5684771742752416,0.7457142857142857
Logistic Regression,0.5684771742752416,0.7485714285714286
Logistic Regression,0.5688103965344885,0.7485714285714286
Logistic Regression,0.5688103965344885,0.7514285714285714
Logistic Regression,0.5704765078307231,0.7514285714285714
Logistic Regression,0.5704765078307231,0.7542857142857143
Logistic Regression,0.5808063978673775,0.7542857142857143
Logistic Regression,0.5808063978673775,0.7571428571428571
Logistic Regression,0.5854715094968344,0.7571428571428571
Logistic Regression,0.5854715094968344,0.76
Logistic Regression,0.5894701766077974,0.76
Logistic Regression,0.5894701766077974,0.7628571428571429
Logistic Regression,0.5928023992002666,0.7628571428571429
Logistic Regression,0.5928023992002666,0.7657142857142857
Logistic Regression,0.5931356214595135,0.7657142857142857
Logistic Regression,0.5931356214595135,0.7685714285714286
Logistic Regression,0.5941352882372543,0.7685714285714286
Logistic Regression,0.5941352882372543,0.7714285714285715
Logistic Regression,0.5961346217927358,0.7714285714285715
Logistic Regression,0.5961346217927358,0.7742857142857142
Logistic Regression,0.5968010663112296,0.7742857142857142
Logistic Regression,0.5968010663112296,0.7771428571428571
Logistic Regression,0.6037987337554148,0.7771428571428571
Logistic Regression,0.6037987337554148,0.78
Logistic Regression,0.6091302899033656,0.78
Logistic Regression,0.6091302899033656,0.7828571428571428
Logistic Regression,0.611129623458847,0.7828571428571428
Logistic Regression,0.611129623458847,0.7857142857142857
Logistic Regression,0.6131289570143286,0.7857142857142857
Logistic Regression,0.6131289570143286,0.7885714285714286
Logistic Regression,0.6201266244585139,0.7885714285714286
Logistic Regression,0.6201266244585139,0.7914285714285715
