employee_id,department,legacy_entity_code,role_level,hipo_flag,tenure_months,tenure_bucket,survey_response_rate,dt_probability,lr_probability
E12779,Executive Leadership,Entity_B,3,0,16,1-2y,0.0,0.8323134855260059,0.8096994085467851
E13307,Retail Banking,NovaCorp-Origin,2,0,10,<1y,0.0,0.8323134855260059,0.7998429143467486
E13138,Insurance,Entity_B,1,0,16,1-2y,0.0,0.8323134855260059,0.7992231023668026
E12846,Wealth Management,Entity_B,1,1,16,1-2y,0.3333333333333333,0.8323134855260059,0.796944238014208
E13162,Risk & Compliance,Entity_B,1,1,16,1-2y,0.3333333333333333,0.8323134855260059,0.7929423399708783
E12920,Insurance,Entity_B,3,0,16,1-2y,0.0,0.8323134855260059,0.7912097529704265
E13320,Technology,NovaCorp-Origin,1,0,9,<1y,0.0,0.8323134855260059,0.7893503030560212
E13530,Retail Banking,NovaCorp-Origin,1,0,8,<1y,0.0,0.8323134855260059,0.7776037048995653
E13711,Retail Banking,NovaCorp-Origin,1,0,8,<1y,0.0,0.8323134855260059,0.7755679437374698
E13249,Retail Banking,NovaCorp-Origin,1,1,13,1-2y,0.5,0.8323134855260059,0.7728259585490214
E13068,Retail Banking,Entity_B,1,0,16,1-2y,0.0,0.8323134855260059,0.7618323157866328
E13080,Wealth Management,Entity_B,1,0,16,1-2y,0.0,0.8323134855260059,0.7562807049239585
E13036,Technology,Entity_B,1,1,16,1-2y,0.3333333333333333,0.8323134855260059,0.7392238295234377
E12740,Technology,Entity_B,1,0,16,1-2y,0.0,0.8323134855260059,0.7390481238757767
E12908,Corporate Operations,Entity_B,1,1,16,1-2y,0.3333333333333333,0.8323134855260059,0.7383385946486053
E12979,Retail Banking,Entity_B,3,1,16,1-2y,0.3333333333333333,0.8323134855260059,0.737984541219115
E12956,Retail Banking,Entity_B,1,0,16,1-2y,0.0,0.8323134855260059,0.7373250710965411
E13049,Technology,Entity_B,1,1,16,1-2y,0.3333333333333333,0.8323134855260059,0.7279659811076774
E13198,Wealth Management,NovaCorp-Origin,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.7275816562546773
E12844,Retail Banking,Entity_B,1,0,16,1-2y,0.0,0.8323134855260059,0.7178714206014727
E13180,Corporate Operations,Entity_B,1,0,16,1-2y,0.0,0.8323134855260059,0.7128590681874041
E13263,Risk & Compliance,NovaCorp-Origin,1,0,12,<1y,0.5,0.8323134855260059,0.7119154858356223
E13063,Retail Banking,Entity_B,1,1,16,1-2y,0.3333333333333333,0.8323134855260059,0.7112536146947598
E13182,Retail Banking,Entity_B,1,0,16,1-2y,0.0,0.8323134855260059,0.7075315929661707
E13034,Wealth Management,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.7038163961444758
E13233,Corporate Operations,NovaCorp-Origin,1,0,14,1-2y,0.5,0.8323134855260059,0.7024917338152448
E12969,Technology,Entity_B,2,1,16,1-2y,0.3333333333333333,0.8323134855260059,0.6987697065309885
E12897,Wealth Management,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6981624795735849
E13245,Risk & Compliance,NovaCorp-Origin,1,0,13,1-2y,0.5,0.8323134855260059,0.6979896096716716
E12841,Technology,Entity_B,1,0,16,1-2y,0.0,0.8323134855260059,0.697201929284466
E13077,Wealth Management,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6940938387008034
E13075,Risk & Compliance,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6929035344825709
E12758,Wealth Management,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6915251505726742
E12812,Technology,Entity_B,3,1,16,1-2y,0.3333333333333333,0.8323134855260059,0.690134043903033
E12853,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6894983735487952
E12970,Risk & Compliance,Entity_B,3,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6876806927427995
E12926,Insurance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6866928044686436
E13192,Corporate Operations,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.68106658622046
E13243,Risk & Compliance,NovaCorp-Origin,1,0,13,1-2y,0.5,0.8323134855260059,0.6778351445101187
E12991,Retail Banking,Entity_B,1,1,16,1-2y,0.3333333333333333,0.8323134855260059,0.6772908335361824
E13059,Technology,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6767091920538117
E13155,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6750637284800349
E12919,Wealth Management,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6744998039252106
E13027,Insurance,Entity_B,3,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6732058130607275
E13262,Technology,NovaCorp-Origin,1,0,12,<1y,0.5,0.8323134855260059,0.6718562607189718
E13149,Corporate Operations,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6681714225371252
E13100,Executive Leadership,Entity_B,3,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.667969174259386
E13234,Wealth Management,NovaCorp-Origin,1,0,14,1-2y,0.5,0.8323134855260059,0.6653381283233388
E12883,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6643545010560244
E13232,Insurance,NovaCorp-Origin,1,0,14,1-2y,0.5,0.8323134855260059,0.6630234415164125
E13264,Retail Banking,NovaCorp-Origin,1,0,12,<1y,0.5,0.8323134855260059,0.6624501778741968
E12726,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6586523270632103
E13105,Corporate Operations,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6585452274526612
E13274,Executive Leadership,NovaCorp-Origin,2,0,12,<1y,0.5,0.8323134855260059,0.6572031446684149
E13135,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6571171599648552
E12729,Insurance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6566563836400287
E13177,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6563798349289184
E13226,Corporate Operations,NovaCorp-Origin,1,0,14,1-2y,0.5,0.8323134855260059,0.6563536186747525
E12936,Corporate Operations,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6559634474051088
E12860,Risk & Compliance,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6556602160714196
E12731,Wealth Management,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6551975145815395
E12752,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6518197826492538
E13266,Wealth Management,NovaCorp-Origin,1,0,12,<1y,0.5,0.8323134855260059,0.6516983574466632
E13112,Technology,NovaCorp-Origin,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6501374417335668
E13183,Retail Banking,Entity_B,2,1,16,1-2y,0.3333333333333333,0.8323134855260059,0.6499124693939422
E13235,Technology,NovaCorp-Origin,1,0,14,1-2y,0.5,0.8323134855260059,0.6497503626457094
E12820,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6492692113720216
E12962,Wealth Management,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6484244599461662
E12794,Corporate Operations,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6444098716381933
E12873,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6439967793785765
E13283,Risk & Compliance,NovaCorp-Origin,1,0,11,<1y,0.5,0.8323134855260059,0.6439188053184757
E12907,Corporate Operations,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6426905492037152
E13272,Risk & Compliance,NovaCorp-Origin,1,0,12,<1y,0.5,0.8323134855260059,0.6395106795491845
E12856,Retail Banking,Entity_B,1,1,16,1-2y,0.3333333333333333,0.8323134855260059,0.6385013430204094
E13238,Corporate Operations,NovaCorp-Origin,2,0,14,1-2y,0.5,0.8323134855260059,0.6381549393067978
E13174,Insurance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6364774218920475
E12912,Corporate Operations,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6351578581892361
E13121,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6317582845707705
E13037,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6312345769658559
E12872,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6308268982135918
E12749,Insurance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6284117143298381
E13097,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6272116894782813
E12947,Insurance,Entity_B,4,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6270606430432759
E12998,Retail Banking,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6269539102542309
E13125,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6251646400628609
E12826,Corporate Operations,Entity_B,3,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6245941462269439
E13231,Retail Banking,NovaCorp-Origin,2,0,14,1-2y,0.5,0.8323134855260059,0.6233257834288768
E13070,Technology,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6217106517593017
E12809,Technology,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6194627598367689
E13072,Retail Banking,Entity_B,3,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6191287239505544
E12959,Insurance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6187614217285236
E12879,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6160197468274772
E12985,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6153115997925525
E13065,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6150570355938703
E13124,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6146632264675775
E12865,Retail Banking,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6146477181328389
E12906,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6143015904093944
E12963,Retail Banking,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6130289880830704
E12811,Risk & Compliance,Entity_B,3,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.612945408484224
E12759,Executive Leadership,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6128601060086974
E13082,Retail Banking,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6125832490819959
E13165,Wealth Management,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6121276272583678
E13035,Retail Banking,Entity_B,4,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6114806258071631
E13098,Technology,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6109479344777068
E13169,Insurance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6097144697153908
E12913,Retail Banking,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6090672050584647
E13129,Retail Banking,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6078695806345588
E13150,Technology,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6059598843725172
E13090,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6054570405804832
E12967,Retail Banking,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.6033675387614222
E13244,Retail Banking,NovaCorp-Origin,4,0,13,1-2y,0.5,0.8323134855260059,0.5975429773594461
E13136,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5973826356491923
E13030,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5972453609489828
E12734,Retail Banking,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5972444173231196
E12798,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5958847966135743
E13120,Risk & Compliance,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5923132433559569
E13240,Retail Banking,NovaCorp-Origin,4,0,13,1-2y,0.5,0.8323134855260059,0.5917046487055349
E13048,Insurance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5903413034137297
E12937,Insurance,Entity_B,3,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5901910934195052
E13229,Insurance,NovaCorp-Origin,1,0,14,1-2y,0.5,0.8323134855260059,0.5848660481123762
E12893,Corporate Operations,Entity_B,3,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5828313847731852
E12857,Retail Banking,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5813038089613827
E13134,Retail Banking,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.573013855276293
E13106,Retail Banking,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5718699626006712
E13166,Wealth Management,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5653779336449013
E13202,Retail Banking,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5615187724216523
E12743,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5565555495359495
E12786,Risk & Compliance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5548919622587944
E13013,Corporate Operations,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5546121847926321
E13200,Retail Banking,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5514612679606126
E13107,Retail Banking,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5502584851348754
E12778,Corporate Operations,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.54426018004078
E12950,Retail Banking,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5431992289777011
E12757,Retail Banking,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5428900793528691
E13126,Retail Banking,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5413402825857161
E12772,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.535908491026091
E12799,Retail Banking,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5348401655419768
E13115,Retail Banking,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5186433785170975
E12848,Technology,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.5029244218901433
E13153,Insurance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.49984590211207935
E12914,Insurance,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.4948593942277503
E12764,Retail Banking,Entity_B,2,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.4904493529983427
E12943,Technology,Entity_B,1,0,16,1-2y,0.3333333333333333,0.8323134855260059,0.4289277495930274
E12552,Wealth Management,Entity_B,2,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.6700760136462736
E11527,Risk & Compliance,Entity_B,1,1,19,1-2y,0.75,0.6996249652745679,0.66730066021553
E12869,Corporate Operations,NovaCorp-Origin,1,1,16,1-2y,0.6666666666666666,0.6996249652745679,0.6620578214534045
E12531,Risk & Compliance,Entity_B,1,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.6492685876075007
E12283,Risk & Compliance,Entity_B,1,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.6463434444895685
E12422,Wealth Management,Entity_B,1,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.6458676472807287
E11266,Risk & Compliance,Entity_B,3,1,19,1-2y,0.75,0.6996249652745679,0.6299427816165946
E13085,Risk & Compliance,Entity_B,1,1,16,1-2y,0.6666666666666666,0.6996249652745679,0.6288559793417274
E12435,Retail Banking,Entity_B,1,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.62242327657996
E13218,Insurance,NovaCorp-Origin,1,0,15,1-2y,0.6666666666666666,0.6996249652745679,0.6214519775603425
E12233,Technology,Entity_B,2,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.6212136696616961
E11198,Technology,NovaCorp-Origin,1,1,22,1-2y,0.75,0.6996249652745679,0.6198492272363075
E11996,Corporate Operations,Entity_B,1,1,18,1-2y,0.75,0.6996249652745679,0.6099693111121393
E12162,Wealth Management,Entity_B,4,1,18,1-2y,0.6666666666666666,0.6996249652745679,0.602388736089918
E11649,Executive Leadership,NovaCorp-Origin,1,1,19,1-2y,0.75,0.6996249652745679,0.5983377273585437
E12406,Corporate Operations,Entity_B,1,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.5980610837245801
E11210,Risk & Compliance,NovaCorp-Origin,1,1,21,1-2y,0.75,0.6996249652745679,0.5972046040980121
E11977,Risk & Compliance,Entity_B,1,1,18,1-2y,0.75,0.6996249652745679,0.5969408097907231
E12720,Corporate Operations,Entity_B,1,0,17,1-2y,0.6666666666666666,0.6996249652745679,0.5945731431730482
E12774,Insurance,Entity_B,1,1,16,1-2y,0.6666666666666666,0.6996249652745679,0.5945492287519533
E12262,Technology,Entity_B,1,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.5935935217525785
E12688,Corporate Operations,NovaCorp-Origin,1,0,17,1-2y,0.6666666666666666,0.6996249652745679,0.5935267152343049
E12745,Wealth Management,Entity_B,1,0,16,1-2y,0.6666666666666666,0.6996249652745679,0.591070909456494
E11311,Risk & Compliance,Entity_B,1,1,19,1-2y,0.75,0.6996249652745679,0.5910591471728851
E11677,Corporate Operations,NovaCorp-Origin,2,0,19,1-2y,0.75,0.6996249652745679,0.5898758625751649
E12272,Technology,Entity_B,2,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.5897815933357127
E12367,Retail Banking,Entity_B,1,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.5880464223451565
E13214,Risk & Compliance,NovaCorp-Origin,2,0,15,1-2y,0.6666666666666666,0.6996249652745679,0.5878850190189138
E13044,Retail Banking,Entity_B,1,1,16,1-2y,0.6666666666666666,0.6996249652745679,0.5870336877166736
E12280,Corporate Operations,NovaCorp-Origin,5,0,17,1-2y,0.6666666666666666,0.6996249652745679,0.5856717923937921
E13122,Risk & Compliance,Entity_B,1,1,16,1-2y,0.6666666666666666,0.6996249652745679,0.5852383081220004
E12009,Wealth Management,Entity_B,3,1,18,1-2y,0.75,0.6996249652745679,0.5841629472733887
E13148,Risk & Compliance,Entity_B,2,1,16,1-2y,0.6666666666666666,0.6996249652745679,0.5816525933273168
E11428,Insurance,Entity_B,1,1,19,1-2y,0.75,0.6996249652745679,0.5806279952692992
E11750,Wealth Management,Entity_B,1,1,18,1-2y,0.75,0.6996249652745679,0.5778618609649931
E12527,Insurance,Entity_B,1,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.57581374445683
E13209,Technology,NovaCorp-Origin,1,0,15,1-2y,0.6666666666666666,0.6996249652745679,0.5711570669115767
E12388,Insurance,Entity_B,1,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.5689434569703873
E11707,Technology,Entity_B,1,1,19,1-2y,0.75,0.6996249652745679,0.5650017752152964
E11425,Retail Banking,Entity_B,2,1,19,1-2y,0.75,0.6996249652745679,0.5642896363401203
E12948,Insurance,Entity_B,1,1,16,1-2y,0.6666666666666666,0.6996249652745679,0.5594054276734407
E12317,Insurance,Entity_B,1,1,17,1-2y,0.6666666666666666,0.6996249652745679,0.5589763103163907
E12463,Insurance,Entity_B,1,0,17,1-2y,0.6666666666666666,0.6996249652745679,0.5570976357482612
E13073,Executive Leadership,Entity_B,1,0,16,1-2y,0.6666666666666666,0.6996249652745679,0.5552780824043969
E13144,Risk & Compliance,Entity_B,1,0,16,1-2y,0.6666666666666666,0.6996249652745679,0.5545614237699014
E11199,Corporate Operations,NovaCorp-Origin,1,0,21,1-2y,0.75,0.6996249652745679,0.5516131898414713
E11204,Risk & Compliance,NovaCorp-Origin,1,0,21,1-2y,0.75,0.6996249652745679,0.5511146538100482
E12297,Wealth Management,Entity_B,3,0,17,1-2y,0.6666666666666666,0.6996249652745679,0.5482443183530687
E13053,Risk & Compliance,Entity_B,1,0,16,1-2y,0.6666666666666666,0.6996249652745679,0.5480990720287666
E12797,Risk & Compliance,Entity_B,1,0,16,1-2y,0.6666666666666666,0.6996249652745679,0.5469541174029928
E12953,Corporate Operations,Entity_B,1,0,16,1-2y,0.6666666666666666,0.6996249652745679,0.5439764233451025
E11388,Technology,Entity_B,1,1,19,1-2y,0.75,0.6996249652745679,0.5431102438136615
E13185,Retail Banking,Entity_B,1,1,16,1-2y,0.6666666666666666,0.6996249652745679,0.5426531513169265
E11673,Retail Banking,Entity_B,1,1,19,1-2y,0.75,0.6996249652745679,0.5425598615349082
E12849,Wealth Management,Entity_B,1,0,16,1-2y,0.6666666666666666,0.6996249652745679,0.5421860814874092
E13047,Risk & Compliance,Entity_B,1,0,16,1-2y,0.6666666666666666,0.6996249652745679,0.5415076516685605
E12324,Insurance,Entity_B,1,0,17,1-2y,0.6666666666666666,0.6996249652745679,0.5413461647670079
E13050,Wealth Management,Entity_B,1,0,16,1-2y,0.6666666666666666,0.6996249652745679,0.5403365921265849
E11236,Corporate Operations,NovaCorp-Origin,2,0,20,1-2y,0.75,0.6996249652745679,0.5398535465081388
E11584,Insurance,Entity_B,4,1,19,1-2y,0.75,0.6996249652745679,0.5395776231607962
E12081,Insurance,Entity_B,1,1,18,1-2y,0.75,0.6996249652745679,0.5394434285575566
E12212,Corporate Operations,Entity_B,1,1,18,1-2y,0.6666666666666666,0.6996249652745679,0.5379627136514695
E12125,Corporate Operations,Entity_B,1,0,18,1-2y,0.6666666666666666,0.6996249652745679,0.5378341330327977
E12207,Retail Banking,Entity_B,2,0,18,1-2y,0.6666666666666666,0.6996249652745679,0.5366883334955653
E13137,Retail Banking,Entity_B,1,1,16,1-2y,0.6666666666666666,0.6996249652745679,0.5366266515342211
